COMMODITY,UNIT_CODE,COUNTRY,QTY,VALUE
OTHER COMMODITIES,NA,ARGENTINA,NA,2.659646
OTHER COMMODITIES,NA,BOLIVIA,NA,0.126605
OTHER COMMODITIES,NA,BRAZIL,NA,14.912066
OTHER COMMODITIES,NA,CHILE,NA,4.036357
OTHER COMMODITIES,NA,COLOMBIA,NA,1.030008
OTHER COMMODITIES,NA,ECUADOR,NA,0.292161
OTHER COMMODITIES,NA,PARAGUAY,NA,0.108278
OTHER COMMODITIES,NA,PERU,NA,3.236352
OTHER COMMODITIES,NA,URUGUAY,NA,0.677132
OTHER COMMODITIES,NA,VENEZUELA,NA,0.611047
OTHER COMMODITIES,NA,ANTIGUA,NA,0.028729
OTHER COMMODITIES,NA,ARUBA,NA,0.045396
OTHER COMMODITIES,NA,BAHAMAS,NA,0.016821
OTHER COMMODITIES,NA,BARBADOS,NA,0.065241
OTHER COMMODITIES,NA,BELIZE,NA,0.000002
OTHER COMMODITIES,NA,DOMINICA,NA,0.024421
OTHER COMMODITIES,NA,GRENADA,NA,0.005027
OTHER COMMODITIES,NA,GUYANA,NA,0.258862
OTHER COMMODITIES,NA,JAMAICA,NA,0.460672
OTHER COMMODITIES,NA,ST KITT N A,NA,0.039643
OTHER COMMODITIES,NA,ST LUCIA,NA,0.011737
OTHER COMMODITIES,NA,ST VINCENT,NA,0.001105
OTHER COMMODITIES,NA,TRINIDAD,NA,0.381707
OTHER COMMODITIES,NA,COSTA RICA,NA,0.507122
OTHER COMMODITIES,NA,EL SALVADOR,NA,0.862987
OTHER COMMODITIES,NA,GUATEMALA,NA,1.698024
OTHER COMMODITIES,NA,HONDURAS,NA,0.450171
OTHER COMMODITIES,NA,NICARAGUA,NA,0.588535
OTHER COMMODITIES,NA,BERMUDA,NA,0.000764
OTHER COMMODITIES,NA,BR VIRGN IS,NA,0.008099
OTHER COMMODITIES,NA,CAYMAN IS,NA,0.044726
OTHER COMMODITIES,NA,CUBA,NA,0.007854
OTHER COMMODITIES,NA,DOMINIC REP,NA,1.306357
OTHER COMMODITIES,NA,GUADELOUPE,NA,0.059445
OTHER COMMODITIES,NA,HAITI,NA,1.880588
OTHER COMMODITIES,NA,MARTINIQUE,NA,0.004108
OTHER COMMODITIES,NA,MEXICO,NA,16.234689
OTHER COMMODITIES,NA,NETHERLANDANTIL,NA,0.096615
OTHER COMMODITIES,NA,PANAMA REPUBLIC,NA,0.776471
OTHER COMMODITIES,NA,PUERTO RICO,NA,0.072887
OTHER COMMODITIES,NA,SURINAME,NA,0.066894
OTHER COMMODITIES,NA,TURKS C IS,NA,0.045333
OTHER COMMODITIES,NA,VIRGIN IS US,NA,0.016183
OTHER COMMODITIES,NA,AFGHANISTAN,NA,0.492069
OTHER COMMODITIES,NA,AUSTRALIA,NA,21.654663
OTHER COMMODITIES,NA,BANGLADESH PR,NA,341.439706
OTHER COMMODITIES,NA,BHUTAN,NA,13.060111
OTHER COMMODITIES,NA,BRUNEI,NA,0.316523
OTHER COMMODITIES,NA,CAMBODIA,NA,0.231734
OTHER COMMODITIES,NA,CHINA P RP,NA,108.951149
OTHER COMMODITIES,NA,FIJI IS,NA,0.422165
OTHER COMMODITIES,NA,HONG KONG,NA,11.386209
OTHER COMMODITIES,NA,INDONESIA,NA,38.359727
OTHER COMMODITIES,NA,IRAN,NA,12.780239
OTHER COMMODITIES,NA,JAPAN,NA,65.688787
OTHER COMMODITIES,NA,KIRIBATI REP,NA,0.006335
OTHER COMMODITIES,NA,KOREA RP,NA,81.286405
OTHER COMMODITIES,NA,LAO PD RP,NA,0.342159
OTHER COMMODITIES,NA,MALAYSIA,NA,42.088529
OTHER COMMODITIES,NA,MICRONESIA,NA,0.000739
OTHER COMMODITIES,NA,MYANMAR,NA,3.497195
OTHER COMMODITIES,NA,MONGOLIA,NA,0.039134
OTHER COMMODITIES,NA,NEPAL,NA,178.695112
OTHER COMMODITIES,NA,NEW ZEALAND,NA,3.94341
OTHER COMMODITIES,NA,PAKISTAN IR,NA,37.862865
OTHER COMMODITIES,NA,PAPUA N GNA,NA,0.16998
OTHER COMMODITIES,NA,PHILIPPINES,NA,9.825374
OTHER COMMODITIES,NA,SINGAPORE,NA,66.719337
OTHER COMMODITIES,NA,SOLOMON IS,NA,0.010451
OTHER COMMODITIES,NA,SRI LANKA DSR,NA,59.607641
OTHER COMMODITIES,NA,THAILAND,NA,31.322405
OTHER COMMODITIES,NA,TONGA,NA,0.001617
OTHER COMMODITIES,NA,TUVALU,NA,0.001024
OTHER COMMODITIES,NA,VIETNAM SOC REP,NA,100.356932
OTHER COMMODITIES,NA,SAMOA,NA,0.036391
OTHER COMMODITIES,NA,BAHARAIN IS,NA,2.11885
OTHER COMMODITIES,NA,IRAQ,NA,1.256503
OTHER COMMODITIES,NA,JORDAN,NA,3.165978
OTHER COMMODITIES,NA,KUWAIT,NA,8.071744
OTHER COMMODITIES,NA,LEBANON,NA,1.184042
OTHER COMMODITIES,NA,OMAN,NA,7.981377
OTHER COMMODITIES,NA,QATAR,NA,4.238389
OTHER COMMODITIES,NA,SAUDI ARAB,NA,69.950821
OTHER COMMODITIES,NA,SYRIA,NA,1.90897
OTHER COMMODITIES,NA,U ARAB EMTS,NA,152.319096
OTHER COMMODITIES,NA,YEMEN REPUBLC,NA,3.627551
OTHER COMMODITIES,NA,TAIWAN,NA,18.537412
OTHER COMMODITIES,NA,COCOS IS,NA,0.01934
OTHER COMMODITIES,NA,FR GUIANA,NA,0.000005
OTHER COMMODITIES,NA,FR POLYNESIA,NA,0.002931
OTHER COMMODITIES,NA,ISRAEL,NA,10.584933
OTHER COMMODITIES,NA,KOREA DP RP,NA,1.824585
OTHER COMMODITIES,NA,MACAO,NA,0.014103
OTHER COMMODITIES,NA,MALDIVES,NA,2.917038
OTHER COMMODITIES,NA,NEW CALEDONIA,NA,0.01666
OTHER COMMODITIES,NA,TIMOR-LESTE,NA,0.021776
OTHER COMMODITIES,NA,VANUATU REP,NA,0.000153
OTHER COMMODITIES,NA,AUSTRIA,NA,3.624147
OTHER COMMODITIES,NA,BELGIUM,NA,31.370625
OTHER COMMODITIES,NA,DENMARK,NA,4.31848
OTHER COMMODITIES,NA,FINLAND,NA,1.503553
OTHER COMMODITIES,NA,FRANCE,NA,61.165754
OTHER COMMODITIES,NA,GERMANY,NA,92.821264
OTHER COMMODITIES,NA,GREECE,NA,1.187317
OTHER COMMODITIES,NA,IRELAND,NA,1.712975
OTHER COMMODITIES,NA,ITALY,NA,34.100367
OTHER COMMODITIES,NA,LUXEMBOURG,NA,0.082721
OTHER COMMODITIES,NA,MONACO,NA,0.000004
OTHER COMMODITIES,NA,NETHERLAND,NA,35.939683
OTHER COMMODITIES,NA,PORTUGAL,NA,13.175196
OTHER COMMODITIES,NA,SAN MARINO,NA,0.00006
OTHER COMMODITIES,NA,SPAIN,NA,28.575164
OTHER COMMODITIES,NA,SWEDEN,NA,7.658522
OTHER COMMODITIES,NA,U K,NA,108.047375
OTHER COMMODITIES,NA,ICELAND,NA,0.002698
OTHER COMMODITIES,NA,NORWAY,NA,1.890612
OTHER COMMODITIES,NA,SWITZERLAND,NA,10.414207
OTHER COMMODITIES,NA,ALBANIA,NA,0.296081
OTHER COMMODITIES,NA,ARMENIA,NA,0.051103
OTHER COMMODITIES,NA,AZERBAIJAN,NA,0.461866
OTHER COMMODITIES,NA,BOSNIA-HRZGOVIN,NA,0.082754
OTHER COMMODITIES,NA,BULGARIA,NA,0.765545
OTHER COMMODITIES,NA,BELARUS,NA,0.039315
OTHER COMMODITIES,NA,CROATIA,NA,0.326514
OTHER COMMODITIES,NA,CZECH REPUBLIC,NA,1.067401
OTHER COMMODITIES,NA,ESTONIA,NA,0.413643
OTHER COMMODITIES,NA,GEORGIA,NA,0.365383
OTHER COMMODITIES,NA,HUNGARY,NA,3.174783
OTHER COMMODITIES,NA,KAZAKHSTAN,NA,0.331288
OTHER COMMODITIES,NA,KYRGHYZSTAN,NA,0.116176
OTHER COMMODITIES,NA,LATVIA,NA,0.65133
OTHER COMMODITIES,NA,LITHUANIA,NA,0.465104
OTHER COMMODITIES,NA,MACEDONIA,NA,0.097216
OTHER COMMODITIES,NA,MOLDOVA,NA,0.029032
OTHER COMMODITIES,NA,POLAND,NA,8.691216
OTHER COMMODITIES,NA,ROMANIA,NA,1.517088
OTHER COMMODITIES,NA,RUSSIA,NA,6.592265
OTHER COMMODITIES,NA,SERBIA,NA,0.206943
OTHER COMMODITIES,NA,MONTENEGRO,NA,0.000161
OTHER COMMODITIES,NA,SLOVAK REP,NA,0.142229
OTHER COMMODITIES,NA,SLOVENIA,NA,0.283047
OTHER COMMODITIES,NA,TAJIKISTAN,NA,0.05035
OTHER COMMODITIES,NA,TURKMENISTAN,NA,0.260671
OTHER COMMODITIES,NA,UKRAINE,NA,0.666352
OTHER COMMODITIES,NA,UZBEKISTAN,NA,0.15724
OTHER COMMODITIES,NA,CYPRUS,NA,0.058941
OTHER COMMODITIES,NA,GIBRALTAR,NA,0.000881
OTHER COMMODITIES,NA,LIECHTENSTEIN,NA,0
OTHER COMMODITIES,NA,MALTA,NA,0.065746
OTHER COMMODITIES,NA,TURKEY,NA,15.597096
TEA,KGS,UNSPECIFIED,15000,0.110679
TEA,KGS,KENYA,1115410,2.216985
TEA,KGS,TANZANIA REP,3959,0.017712
TEA,KGS,UGANDA,683,0.002199
TEA,KGS,BENIN,70041,0.323173
TEA,KGS,BURKINA FASO,422661,2.258012
TEA,KGS,CAMEROON,5440,0.076835
TEA,KGS,CONGO P REP,47053,0.163081
TEA,KGS,GABON,20,0.000095
TEA,KGS,COTE D' IVOIRE,122622,0.636699
TEA,KGS,MADAGASCAR,40,0.000111
TEA,KGS,MAURITANIA,14999,0.059466
TEA,KGS,MAURITIUS,4390,0.05049
TEA,KGS,NIGER,205756,0.985374
TEA,KGS,SENEGAL,487715,2.116722
TEA,KGS,TOGO,65413,0.300732
TEA,KGS,CONGO D. REP.,104276,0.21328
TEA,KGS,ANGOLA,500,0.002852
TEA,KGS,BOTSWANA,40,0.001124
TEA,KGS,ETHIOPIA,2,0.00003
TEA,KGS,GAMBIA,157201,0.589728
TEA,KGS,GHANA,658722,2.916515
TEA,KGS,GUINEA,20042,0.084224
TEA,KGS,LIBERIA,73,0.001151
TEA,KGS,MALAWI,482,0.002638
TEA,KGS,MALI,29242,0.111908
TEA,KGS,MOZAMBIQUE,4329,0.024436
TEA,KGS,NIGERIA,324479,1.556022
TEA,KGS,REUNION,2924,0.014297
TEA,KGS,SEYCHELLES,5231,0.025526
TEA,KGS,SIERRA LEONE,71257,0.177486
TEA,KGS,SWAZILAND,1000,0.00919
TEA,KGS,ZAMBIA,8630,0.061893
TEA,KGS,ALGERIA,73600,0.141218
TEA,KGS,EGYPT A RP,5202448,8.746849
TEA,KGS,LIBYA,28000,0.106664
TEA,KGS,MOROCCO,196608,1.138339
TEA,KGS,SOUTH AFRICA,63670,0.343967
TEA,KGS,SUDAN,418,0.002721
TEA,KGS,TUNISIA,4709358,6.721496
TEA,KGS,CANADA,2537424,12.285613
TEA,KGS,U S A,17445496,69.63586
TEA,KGS,ARGENTINA,160,0.007334
TEA,KGS,BRAZIL,1465,0.015654
TEA,KGS,CHILE,10775,0.071484
TEA,KGS,COLOMBIA,131859,0.227747
TEA,KGS,BARBADOS,15024,0.024936
TEA,KGS,GUYANA,85,0.000548
TEA,KGS,JAMAICA,2,0.00004
TEA,KGS,TRINIDAD,1292,0.014466
TEA,KGS,CAYMAN IS,149,0.000432
TEA,KGS,DOMINIC REP,1,0.000005
TEA,KGS,HAITI,880,0.005855
TEA,KGS,MEXICO,2640,0.02184
TEA,KGS,NETHERLANDANTIL,1816,0.011649
TEA,KGS,PUERTO RICO,19440,0.143151
TEA,KGS,SURINAME,35237,0.129194
TEA,KGS,AFGHANISTAN,1075235,2.848019
TEA,KGS,AUSTRALIA,3153459,19.499251
TEA,KGS,BANGLADESH PR,7102583,11.397613
TEA,KGS,BHUTAN,20705,0.154745
TEA,KGS,BRUNEI,89,0.000568
TEA,KGS,CAMBODIA,157,0.0058
TEA,KGS,CHINA P RP,6611393,18.030657
TEA,KGS,FIJI IS,4383,0.028651
TEA,KGS,HONG KONG,299257,1.985524
TEA,KGS,INDONESIA,1516326,2.559965
TEA,KGS,IRAN,25559464,99.141458
TEA,KGS,JAPAN,3506593,22.754061
TEA,KGS,KOREA RP,108593,1.493532
TEA,KGS,MALAYSIA,2999191,5.242499
TEA,KGS,MONGOLIA,4758,0.025243
TEA,KGS,NEPAL,282739,0.692272
TEA,KGS,NEW ZEALAND,203720,1.076505
TEA,KGS,PAKISTAN IR,11674313,17.548841
TEA,KGS,PAPUA N GNA,1200,0.0065
TEA,KGS,PHILIPPINES,352921,2.613028
TEA,KGS,SINGAPORE,511945,2.403585
TEA,KGS,SRI LANKA DSR,2925609,6.322746
TEA,KGS,THAILAND,162743,1.213485
TEA,KGS,VIETNAM SOC REP,356798,1.055396
TEA,KGS,BAHARAIN IS,443243,1.925604
TEA,KGS,IRAQ,382036,0.742454
TEA,KGS,JORDAN,24407,0.111103
TEA,KGS,KUWAIT,918698,3.696564
TEA,KGS,LEBANON,13508,0.095187
TEA,KGS,OMAN,399604,1.753187
TEA,KGS,QATAR,789839,3.243397
TEA,KGS,SAUDI ARAB,3847805,15.977194
TEA,KGS,U ARAB EMTS,18616397,56.181166
TEA,KGS,TAIWAN,2868177,5.628289
TEA,KGS,FR GUIANA,150,0.001114
TEA,KGS,ISRAEL,65942,0.241508
TEA,KGS,KOREA DP RP,1017,0.035327
TEA,KGS,MACAO,165,0.000915
TEA,KGS,MALDIVES,6386,0.066429
TEA,KGS,AUSTRIA,3992,0.029337
TEA,KGS,BELGIUM,700121,1.879344
TEA,KGS,DENMARK,24689,0.31536
TEA,KGS,FINLAND,723106,2.395484
TEA,KGS,FRANCE,186413,1.6237
TEA,KGS,GERMANY,11865496,41.486301
TEA,KGS,GREECE,22267,0.064904
TEA,KGS,IRELAND,1639908,11.376501
TEA,KGS,ITALY,1342085,10.627189
TEA,KGS,NETHERLAND,3945768,17.300067
TEA,KGS,PORTUGAL,16428,0.043457
TEA,KGS,SPAIN,877688,1.317937
TEA,KGS,SWEDEN,312218,1.510147
TEA,KGS,U K,17535821,51.28333
TEA,KGS,NORWAY,43233,0.300405
TEA,KGS,SWITZERLAND,47021,0.489125
TEA,KGS,ALBANIA,45000,0.109201
TEA,KGS,ARMENIA,250,0.001112
TEA,KGS,AZERBAIJAN,50582,0.181494
TEA,KGS,BULGARIA,25,0.000141
TEA,KGS,BELARUS,27080,0.08999
TEA,KGS,CROATIA,8600,0.026725
TEA,KGS,CZECH REPUBLIC,19204,0.210384
TEA,KGS,ESTONIA,84926,0.242194
TEA,KGS,GEORGIA,42370,0.163341
TEA,KGS,HUNGARY,109,0.001505
TEA,KGS,KAZAKHSTAN,13083285,34.273025
TEA,KGS,KYRGHYZSTAN,211574,0.878223
TEA,KGS,LATVIA,66293,0.184046
TEA,KGS,LITHUANIA,7126,0.022742
TEA,KGS,MOLDOVA,10,0.000023
TEA,KGS,POLAND,5272797,12.494312
TEA,KGS,RUSSIA,49790575,108.907549
TEA,KGS,SERBIA,1210,0.008098
TEA,KGS,SLOVAK REP,100,0.003722
TEA,KGS,SLOVENIA,150,0.00146
TEA,KGS,TAJIKISTAN,307547,0.833725
TEA,KGS,TURKMENISTAN,491583,1.112085
TEA,KGS,UKRAINE,3542646,7.69594
TEA,KGS,UZBEKISTAN,151369,0.41663
TEA,KGS,CYPRUS,2600,0.011003
TEA,KGS,TURKEY,707540,1.629142
COFFEE,KGS,KENYA,63847,0.559761
COFFEE,KGS,TANZANIA REP,4648,0.04739
COFFEE,KGS,UGANDA,4572,0.043793
COFFEE,KGS,BENIN,568985,4.449158
COFFEE,KGS,BURKINA FASO,74256,0.605486
COFFEE,KGS,CAMEROON,129691,1.071114
COFFEE,KGS,CONGO P REP,130887,1.089833
COFFEE,KGS,GABON,7244,0.066475
COFFEE,KGS,COTE D' IVOIRE,279734,2.016943
COFFEE,KGS,MAURITANIA,296626,2.234848
COFFEE,KGS,MAURITIUS,202,0.000807
COFFEE,KGS,NIGER,394294,3.219763
COFFEE,KGS,SENEGAL,1007079,7.250604
COFFEE,KGS,TOGO,517494,3.058935
COFFEE,KGS,CONGO D. REP.,18090,0.187531
COFFEE,KGS,BOTSWANA,5,0.000108
COFFEE,KGS,DJIBOUTI,512,0.001577
COFFEE,KGS,GAMBIA,58708,0.475312
COFFEE,KGS,GHANA,445331,3.673288
COFFEE,KGS,GUINEA,78563,0.526456
COFFEE,KGS,MALAWI,20,0.000291
COFFEE,KGS,MALI,217442,1.577074
COFFEE,KGS,NIGERIA,232274,1.717836
COFFEE,KGS,SEYCHELLES,295,0.001708
COFFEE,KGS,SIERRA LEONE,28649,0.249926
COFFEE,KGS,ZAMBIA,619,0.003495
COFFEE,KGS,ALGERIA,2111900,4.009252
COFFEE,KGS,EGYPT A RP,1501763,3.490674
COFFEE,KGS,LIBYA,6227724,13.051186
COFFEE,KGS,MOROCCO,740600,1.513114
COFFEE,KGS,SOUTH AFRICA,64965,0.306351
COFFEE,KGS,TUNISIA,2575918,4.443153
COFFEE,KGS,CANADA,1116729,2.545841
COFFEE,KGS,U S A,4670075,36.762232
COFFEE,KGS,ARGENTINA,1260005,2.393255
COFFEE,KGS,BRAZIL,50,0.002829
COFFEE,KGS,PERU,12700,0.034749
COFFEE,KGS,JAMAICA,2,0.000016
COFFEE,KGS,ST LUCIA,7,0.000043
COFFEE,KGS,TRINIDAD,42,0.000274
COFFEE,KGS,EL SALVADOR,7200,0.043723
COFFEE,KGS,MEXICO,27000,0.108681
COFFEE,KGS,NETHERLANDANTIL,121,0.000394
COFFEE,KGS,AUSTRALIA,5548273,15.023265
COFFEE,KGS,BANGLADESH PR,315452,2.385534
COFFEE,KGS,CHINA P RP,494117,1.788465
COFFEE,KGS,HONG KONG,5460,0.032876
COFFEE,KGS,INDONESIA,2084910,10.443536
COFFEE,KGS,IRAN,807657,3.093708
COFFEE,KGS,JAPAN,460674,2.593304
COFFEE,KGS,KOREA RP,4329621,10.022209
COFFEE,KGS,MALAYSIA,2436051,13.809344
COFFEE,KGS,MYANMAR,546500,2.605379
COFFEE,KGS,NEPAL,287248,2.62527
COFFEE,KGS,NEW ZEALAND,334240,0.959377
COFFEE,KGS,PAKISTAN IR,6300,0.049812
COFFEE,KGS,PAPUA N GNA,1200,0.005792
COFFEE,KGS,SINGAPORE,625597,4.303917
COFFEE,KGS,SRI LANKA DSR,66849,0.327166
COFFEE,KGS,THAILAND,625,0.021232
COFFEE,KGS,VIETNAM SOC REP,480027,2.13831
COFFEE,KGS,BAHARAIN IS,70736,0.260415
COFFEE,KGS,IRAQ,137916,0.909593
COFFEE,KGS,JORDAN,6773050,19.938156
COFFEE,KGS,KUWAIT,5135968,16.887507
COFFEE,KGS,LEBANON,270870,0.614154
COFFEE,KGS,OMAN,940477,2.231666
COFFEE,KGS,QATAR,177068,0.748492
COFFEE,KGS,SAUDI ARAB,3614692,11.082935
COFFEE,KGS,SYRIA,3296542,8.521202
COFFEE,KGS,U ARAB EMTS,2330017,8.548569
COFFEE,KGS,YEMEN REPUBLC,40000,0.004384
COFFEE,KGS,TAIWAN,1577964,6.1984
COFFEE,KGS,FR POLYNESIA,25920,0.200053
COFFEE,KGS,ISRAEL,3162496,7.209399
COFFEE,KGS,KOREA DP RP,138780,0.596052
COFFEE,KGS,MALDIVES,3206,0.028317
COFFEE,KGS,NEW CALEDONIA,19200,0.04912
COFFEE,KGS,AUSTRIA,1025,0.004739
COFFEE,KGS,BELGIUM,20293276,55.86774
COFFEE,KGS,DENMARK,1422057,2.821926
COFFEE,KGS,FINLAND,1682309,8.427602
COFFEE,KGS,FRANCE,2203603,7.83207
COFFEE,KGS,GERMANY,33391072,80.837956
COFFEE,KGS,GREECE,7828550,15.560307
COFFEE,KGS,IRELAND,21907,0.067839
COFFEE,KGS,ITALY,84890067,177.212294
COFFEE,KGS,NETHERLAND,2431934,7.542304
COFFEE,KGS,PORTUGAL,3834200,7.66875
COFFEE,KGS,SPAIN,9538150,18.707297
COFFEE,KGS,SWEDEN,302582,1.112984
COFFEE,KGS,U K,2355061,8.16635
COFFEE,KGS,NORWAY,92063,0.433649
COFFEE,KGS,SWITZERLAND,1535644,4.634017
COFFEE,KGS,ALBANIA,1532600,2.942973
COFFEE,KGS,ARMENIA,115200,0.280944
COFFEE,KGS,BOSNIA-HRZGOVIN,38000,0.064813
COFFEE,KGS,BULGARIA,47055,0.199682
COFFEE,KGS,BELARUS,301755,1.40892
COFFEE,KGS,CROATIA,1777900,3.407281
COFFEE,KGS,CZECH REPUBLIC,8100,0.047564
COFFEE,KGS,ESTONIA,599508,1.680122
COFFEE,KGS,GEORGIA,260839,0.918171
COFFEE,KGS,HUNGARY,133539,0.732502
COFFEE,KGS,KAZAKHSTAN,57293,0.286179
COFFEE,KGS,KYRGHYZSTAN,0,0.000009
COFFEE,KGS,LATVIA,382536,2.349801
COFFEE,KGS,LITHUANIA,219712,1.455246
COFFEE,KGS,MOLDOVA,9235,0.09579
COFFEE,KGS,POLAND,5019817,24.262682
COFFEE,KGS,ROMANIA,1222631,3.665731
COFFEE,KGS,RUSSIA,13004174,71.369756
COFFEE,KGS,MONTENEGRO,1402800,2.592123
COFFEE,KGS,SLOVAK REP,19000,0.035986
COFFEE,KGS,SLOVENIA,10094600,17.947112
COFFEE,KGS,TAJIKISTAN,500,0.003142
COFFEE,KGS,TURKMENISTAN,27398,0.211913
COFFEE,KGS,UKRAINE,2523307,11.358209
COFFEE,KGS,UZBEKISTAN,103625,0.546179
COFFEE,KGS,CYPRUS,7700,0.049583
COFFEE,KGS,TURKEY,7411864,42.262498
RICE -BASMOTI,TON,UNSPECIFIED,43,0.033835
RICE -BASMOTI,TON,KENYA,3212,2.4605
RICE -BASMOTI,TON,TANZANIA REP,4941,3.796475
RICE -BASMOTI,TON,UGANDA,82,0.060238
RICE -BASMOTI,TON,BENIN,1950,1.48705
RICE -BASMOTI,TON,BURKINA FASO,924,0.634387
RICE -BASMOTI,TON,CAMEROON,324,0.237485
RICE -BASMOTI,TON,C AFRI REP,349,0.247606
RICE -BASMOTI,TON,CONGO P REP,1526,1.331615
RICE -BASMOTI,TON,GABON,138,0.124098
RICE -BASMOTI,TON,COTE D' IVOIRE,5025,3.643216
RICE -BASMOTI,TON,MADAGASCAR,96,0.096691
RICE -BASMOTI,TON,MAURITANIA,2435,1.985985
RICE -BASMOTI,TON,MAURITIUS,30715,27.120731
RICE -BASMOTI,TON,NIGER,89,0.062575
RICE -BASMOTI,TON,RWANDA,47,0.030809
RICE -BASMOTI,TON,SENEGAL,492,0.440775
RICE -BASMOTI,TON,TOGO,109,0.088965
RICE -BASMOTI,TON,CONGO D. REP.,58,0.060128
RICE -BASMOTI,TON,ANGOLA,1070,0.978296
RICE -BASMOTI,TON,BOTSWANA,247,0.276991
RICE -BASMOTI,TON,COMOROS,245,0.18021
RICE -BASMOTI,TON,DJIBOUTI,2545,1.976072
RICE -BASMOTI,TON,ETHIOPIA,2974,2.201775
RICE -BASMOTI,TON,EQUTL GUINEA,67,0.063141
RICE -BASMOTI,TON,GAMBIA,29,0.02323
RICE -BASMOTI,TON,GHANA,1031,0.826835
RICE -BASMOTI,TON,GUINEA,48,0.045126
RICE -BASMOTI,TON,LIBERIA,165,0.112849
RICE -BASMOTI,TON,MALAWI,24,0.020865
RICE -BASMOTI,TON,MALI,851,0.641948
RICE -BASMOTI,TON,MOZAMBIQUE,880,0.82385
RICE -BASMOTI,TON,NIGERIA,1729,1.945075
RICE -BASMOTI,TON,REUNION,10950,8.571477
RICE -BASMOTI,TON,SEYCHELLES,3634,2.935787
RICE -BASMOTI,TON,SIERRA LEONE,5,0.004873
RICE -BASMOTI,TON,SOMALIA,3202,2.303527
RICE -BASMOTI,TON,ZAMBIA,53,0.05381
RICE -BASMOTI,TON,ALGERIA,5876,4.960216
RICE -BASMOTI,TON,EGYPT A RP,11302,8.454728
