COMMODITY,UNIT_CODE,COUNTRY,QTY,VALUE
OTHER COMMODITIES,NA,NIGERIA,NA,25.85481
OTHER COMMODITIES,NA,REUNION,NA,0.183981
OTHER COMMODITIES,NA,SAO TOME,NA,0.003334
OTHER COMMODITIES,NA,SEYCHELLES,NA,0.479127
OTHER COMMODITIES,NA,SIERRA LEONE,NA,0.173877
OTHER COMMODITIES,NA,SOMALIA,NA,0.136208
OTHER COMMODITIES,NA,ST HELENA,NA,0.001412
OTHER COMMODITIES,NA,SWAZILAND,NA,0.097292
OTHER COMMODITIES,NA,ZAMBIA,NA,9.677725
OTHER COMMODITIES,NA,ALGERIA,NA,6.064376
OTHER COMMODITIES,NA,EGYPT A RP,NA,11.58499
OTHER COMMODITIES,NA,LIBYA,NA,0.791546
OTHER COMMODITIES,NA,MOROCCO,NA,2.447902
OTHER COMMODITIES,NA,SOUTH AFRICA,NA,42.915719
OTHER COMMODITIES,NA,SUDAN,NA,5.220935
OTHER COMMODITIES,NA,TUNISIA,NA,2.582924
OTHER COMMODITIES,NA,ZIMBABWE,NA,1.442721
OTHER COMMODITIES,NA,CANADA,NA,13.738763
OTHER COMMODITIES,NA,U S A,NA,422.466925
OTHER COMMODITIES,NA,ARGENTINA,NA,2.608346
OTHER COMMODITIES,NA,BOLIVIA,NA,0.162109
OTHER COMMODITIES,NA,BRAZIL,NA,17.831487
OTHER COMMODITIES,NA,CHILE,NA,2.862085
OTHER COMMODITIES,NA,COLOMBIA,NA,1.413973
OTHER COMMODITIES,NA,ECUADOR,NA,0.314112
OTHER COMMODITIES,NA,PARAGUAY,NA,0.041355
OTHER COMMODITIES,NA,PERU,NA,2.455893
OTHER COMMODITIES,NA,URUGUAY,NA,0.353811
OTHER COMMODITIES,NA,VENEZUELA,NA,0.144113
OTHER COMMODITIES,NA,ANGUILLA,NA,0
OTHER COMMODITIES,NA,ANTIGUA,NA,0.005205
OTHER COMMODITIES,NA,ARUBA,NA,0.050526
OTHER COMMODITIES,NA,BAHAMAS,NA,0.027594
OTHER COMMODITIES,NA,BARBADOS,NA,0.042775
OTHER COMMODITIES,NA,BELIZE,NA,0.04776
OTHER COMMODITIES,NA,DOMINICA,NA,0.002141
OTHER COMMODITIES,NA,GRENADA,NA,0.008581
OTHER COMMODITIES,NA,GUYANA,NA,0.077646
OTHER COMMODITIES,NA,JAMAICA,NA,0.409961
OTHER COMMODITIES,NA,ST KITT N A,NA,0.068197
OTHER COMMODITIES,NA,ST LUCIA,NA,0.010207
OTHER COMMODITIES,NA,ST VINCENT,NA,0.00033
OTHER COMMODITIES,NA,TRINIDAD,NA,0.501924
OTHER COMMODITIES,NA,COSTA RICA,NA,0.348678
OTHER COMMODITIES,NA,EL SALVADOR,NA,0.343978
OTHER COMMODITIES,NA,GUATEMALA,NA,0.571549
OTHER COMMODITIES,NA,HONDURAS,NA,0.836463
OTHER COMMODITIES,NA,NICARAGUA,NA,0.400314
OTHER COMMODITIES,NA,BERMUDA,NA,0.003191
OTHER COMMODITIES,NA,BR VIRGN IS,NA,0.00475
OTHER COMMODITIES,NA,CAYMAN IS,NA,0.022489
OTHER COMMODITIES,NA,CUBA,NA,0.018264
OTHER COMMODITIES,NA,DOMINIC REP,NA,0.259306
OTHER COMMODITIES,NA,GUADELOUPE,NA,0.038275
OTHER COMMODITIES,NA,HAITI,NA,3.02047
OTHER COMMODITIES,NA,MARTINIQUE,NA,0.001827
OTHER COMMODITIES,NA,MEXICO,NA,16.406231
OTHER COMMODITIES,NA,NETHERLANDANTIL,NA,0.176043
OTHER COMMODITIES,NA,PANAMA REPUBLIC,NA,0.755994
OTHER COMMODITIES,NA,PUERTO RICO,NA,0.065281
OTHER COMMODITIES,NA,SURINAME,NA,0.244518
OTHER COMMODITIES,NA,VIRGIN IS US,NA,0.039317
OTHER COMMODITIES,NA,AFGHANISTAN,NA,0.618437
OTHER COMMODITIES,NA,AUSTRALIA,NA,27.364261
OTHER COMMODITIES,NA,BANGLADESH PR,NA,304.410854
OTHER COMMODITIES,NA,BHUTAN,NA,26.62235
OTHER COMMODITIES,NA,BRUNEI,NA,0.264592
OTHER COMMODITIES,NA,CAMBODIA,NA,0.31498
OTHER COMMODITIES,NA,CHINA P RP,NA,153.022506
OTHER COMMODITIES,NA,COOK IS,NA,0.000321
OTHER COMMODITIES,NA,FIJI IS,NA,0.335104
OTHER COMMODITIES,NA,HONG KONG,NA,45.140264
OTHER COMMODITIES,NA,INDONESIA,NA,33.967985
OTHER COMMODITIES,NA,IRAN,NA,21.088438
OTHER COMMODITIES,NA,JAPAN,NA,209.362768
OTHER COMMODITIES,NA,KIRIBATI REP,NA,0.022955
OTHER COMMODITIES,NA,KOREA RP,NA,60.255949
OTHER COMMODITIES,NA,LAO PD RP,NA,6.555465
OTHER COMMODITIES,NA,MALAYSIA,NA,39.825939
OTHER COMMODITIES,NA,MARSHALL ISLAND,NA,0.000331
OTHER COMMODITIES,NA,MICRONESIA,NA,0.026077
OTHER COMMODITIES,NA,MYANMAR,NA,7.504351
OTHER COMMODITIES,NA,MONGOLIA,NA,0.110505
OTHER COMMODITIES,NA,NEPAL,NA,160.568547
OTHER COMMODITIES,NA,NEW ZEALAND,NA,6.458055
OTHER COMMODITIES,NA,PAKISTAN IR,NA,39.99295
OTHER COMMODITIES,NA,PAPUA N GNA,NA,0.713186
OTHER COMMODITIES,NA,PHILIPPINES,NA,7.617702
OTHER COMMODITIES,NA,SINGAPORE,NA,68.953354
OTHER COMMODITIES,NA,SOLOMON IS,NA,0.045643
OTHER COMMODITIES,NA,SRI LANKA DSR,NA,49.280755
OTHER COMMODITIES,NA,THAILAND,NA,74.152255
OTHER COMMODITIES,NA,TONGA,NA,0.000597
OTHER COMMODITIES,NA,VIETNAM SOC REP,NA,99.920943
OTHER COMMODITIES,NA,SAMOA,NA,0.02513
OTHER COMMODITIES,NA,BAHARAIN IS,NA,1.673779
OTHER COMMODITIES,NA,IRAQ,NA,1.023853
OTHER COMMODITIES,NA,JORDAN,NA,1.969703
OTHER COMMODITIES,NA,KUWAIT,NA,4.017759
OTHER COMMODITIES,NA,LEBANON,NA,1.425625
OTHER COMMODITIES,NA,OMAN,NA,4.353782
OTHER COMMODITIES,NA,QATAR,NA,6.742721
OTHER COMMODITIES,NA,SAUDI ARAB,NA,34.2835
OTHER COMMODITIES,NA,SYRIA,NA,2.163173
OTHER COMMODITIES,NA,U ARAB EMTS,NA,399.152321
OTHER COMMODITIES,NA,YEMEN REPUBLC,NA,3.288625
OTHER COMMODITIES,NA,TAIWAN,NA,26.074436
OTHER COMMODITIES,NA,FR POLYNESIA,NA,0.002102
OTHER COMMODITIES,NA,GUAM,NA,0.000355
OTHER COMMODITIES,NA,ISRAEL,NA,7.532994
OTHER COMMODITIES,NA,KOREA DP RP,NA,1.075864
OTHER COMMODITIES,NA,MACAO,NA,0.039596
OTHER COMMODITIES,NA,MALDIVES,NA,2.443461
OTHER COMMODITIES,NA,NEW CALEDONIA,NA,1.177361
OTHER COMMODITIES,NA,EAST TIMOR,NA,0.142072
OTHER COMMODITIES,NA,TOKELAU IS,NA,0.000276
OTHER COMMODITIES,NA,VANUATU REP,NA,0.014284
OTHER COMMODITIES,NA,AUSTRIA,NA,1.978858
OTHER COMMODITIES,NA,BELGIUM,NA,29.451167
OTHER COMMODITIES,NA,DENMARK,NA,5.196134
OTHER COMMODITIES,NA,FINLAND,NA,4.170251
OTHER COMMODITIES,NA,FRANCE,NA,58.541528
OTHER COMMODITIES,NA,GERMANY,NA,76.143668
OTHER COMMODITIES,NA,GREECE,NA,1.928275
OTHER COMMODITIES,NA,IRELAND,NA,5.465841
OTHER COMMODITIES,NA,ITALY,NA,25.08386
OTHER COMMODITIES,NA,LUXEMBOURG,NA,0.248764
OTHER COMMODITIES,NA,MONACO,NA,0.016044
OTHER COMMODITIES,NA,NETHERLAND,NA,29.495327
OTHER COMMODITIES,NA,PORTUGAL,NA,2.92188
OTHER COMMODITIES,NA,SPAIN,NA,34.930559
OTHER COMMODITIES,NA,SWEDEN,NA,8.478678
OTHER COMMODITIES,NA,U K,NA,131.974027
OTHER COMMODITIES,NA,ICELAND,NA,0.008674
OTHER COMMODITIES,NA,NORWAY,NA,2.237161
OTHER COMMODITIES,NA,SWITZERLAND,NA,9.589125
OTHER COMMODITIES,NA,ALBANIA,NA,0.304049
OTHER COMMODITIES,NA,ARMENIA,NA,0.107081
OTHER COMMODITIES,NA,AZERBAIJAN,NA,0.38002
OTHER COMMODITIES,NA,BOSNIA-HRZGOVIN,NA,0.054445
OTHER COMMODITIES,NA,BULGARIA,NA,1.2346
OTHER COMMODITIES,NA,BELARUS,NA,0.083455
OTHER COMMODITIES,NA,CROATIA,NA,0.381039
OTHER COMMODITIES,NA,CZECH REPUBLIC,NA,1.409124
OTHER COMMODITIES,NA,ESTONIA,NA,0.354992
OTHER COMMODITIES,NA,GEORGIA,NA,0.644354
OTHER COMMODITIES,NA,HUNGARY,NA,1.011887
OTHER COMMODITIES,NA,KAZAKHSTAN,NA,0.614147
OTHER COMMODITIES,NA,KYRGHYZSTAN,NA,0.077145
OTHER COMMODITIES,NA,LATVIA,NA,0.579256
OTHER COMMODITIES,NA,LITHUANIA,NA,1.315145
OTHER COMMODITIES,NA,MACEDONIA,NA,0.015753
OTHER COMMODITIES,NA,MOLDOVA,NA,0.030485
OTHER COMMODITIES,NA,POLAND,NA,9.185976
OTHER COMMODITIES,NA,ROMANIA,NA,0.93189
OTHER COMMODITIES,NA,RUSSIA,NA,10.039867
OTHER COMMODITIES,NA,SERBIA,NA,0.154657
OTHER COMMODITIES,NA,SERBIA MONTNGRO,NA,0.019587
OTHER COMMODITIES,NA,MONTENEGRO,NA,0.000331
OTHER COMMODITIES,NA,SLOVAK REP,NA,0.231442
OTHER COMMODITIES,NA,SLOVENIA,NA,0.451651
OTHER COMMODITIES,NA,TAJIKISTAN,NA,0.036303
OTHER COMMODITIES,NA,TURKMENISTAN,NA,0.662038
OTHER COMMODITIES,NA,UKRAINE,NA,0.816279
OTHER COMMODITIES,NA,UZBEKISTAN,NA,0.151992
OTHER COMMODITIES,NA,CYPRUS,NA,0.193859
OTHER COMMODITIES,NA,GIBRALTAR,NA,0.001481
OTHER COMMODITIES,NA,MALTA,NA,0.421818
OTHER COMMODITIES,NA,TURKEY,NA,11.702913
TEA,KGS,UNSPECIFIED,25500,0.080498
TEA,KGS,KENYA,2277547,4.276366
TEA,KGS,TANZANIA REP,1075,0.004961
TEA,KGS,UGANDA,2826,0.064978
TEA,KGS,BENIN,146309,0.928308
TEA,KGS,BURKINA FASO,19773,0.168694
TEA,KGS,CAMEROON,671,0.003121
TEA,KGS,CONGO P REP,67725,0.155767
TEA,KGS,GABON,25570,0.084173
TEA,KGS,COTE D' IVOIRE,126471,0.881743
TEA,KGS,MAURITIUS,30936,0.3819
TEA,KGS,NIGER,23445,0.099108
TEA,KGS,SENEGAL,172421,0.884914
TEA,KGS,TOGO,199487,0.967152
TEA,KGS,CONGO D. REP.,102551,0.153834
TEA,KGS,ANGOLA,100,0.001036
TEA,KGS,BOTSWANA,550,0.002867
TEA,KGS,ERITREA,15050,0.018333
TEA,KGS,GAMBIA,3891,0.007661
TEA,KGS,GHANA,227806,1.252917
TEA,KGS,GUINEA,37215,0.113971
TEA,KGS,LIBERIA,337,0.001904
TEA,KGS,MALAWI,555,0.001231
TEA,KGS,MALI,19444,0.069506
TEA,KGS,MOZAMBIQUE,1814,0.01392
TEA,KGS,NIGERIA,236830,1.074481
TEA,KGS,REUNION,3792,0.013117
TEA,KGS,SEYCHELLES,5127,0.02689
TEA,KGS,SIERRA LEONE,4505,0.078819
TEA,KGS,SOMALIA,25,0.001083
TEA,KGS,ZAMBIA,7379,0.027455
TEA,KGS,ALGERIA,184320,0.345907
TEA,KGS,EGYPT A RP,7210315,12.731668
TEA,KGS,LIBYA,167270,0.45999
TEA,KGS,MOROCCO,25310,0.11325
TEA,KGS,SOUTH AFRICA,58598,0.350412
TEA,KGS,TUNISIA,4058600,5.124983
TEA,KGS,ZIMBABWE,5,0.000035
TEA,KGS,CANADA,1713799,7.129074
TEA,KGS,U S A,16793106,67.8078
TEA,KGS,ARGENTINA,1380,0.015235
TEA,KGS,BRAZIL,864,0.010114
TEA,KGS,CHILE,41979,0.176503
TEA,KGS,COLOMBIA,10000,0.016312
TEA,KGS,ECUADOR,131,0.002879
TEA,KGS,PARAGUAY,1471,0.004728
TEA,KGS,VENEZUELA,23,0.000026
TEA,KGS,TRINIDAD,1535,0.011155
TEA,KGS,CAYMAN IS,264,0.003707
TEA,KGS,CUBA,80,0.00042
TEA,KGS,MEXICO,1000,0.010507
TEA,KGS,NETHERLANDANTIL,4382,0.022223
TEA,KGS,PANAMA REPUBLIC,2620,0.00757
TEA,KGS,SURINAME,45379,0.168492
TEA,KGS,VIRGIN IS US,30,0.000788
TEA,KGS,AFGHANISTAN,2245965,3.803317
TEA,KGS,AUSTRALIA,3198644,18.592306
TEA,KGS,BANGLADESH PR,4903345,5.965856
TEA,KGS,BHUTAN,6660,0.042519
TEA,KGS,CAMBODIA,426,0.001792
TEA,KGS,CHINA P RP,3529774,11.642142
TEA,KGS,FIJI IS,3523,0.028818
TEA,KGS,HONG KONG,336235,1.798007
TEA,KGS,INDONESIA,866175,1.329292
TEA,KGS,IRAN,38657170,88.1725
TEA,KGS,JAPAN,3325154,24.4035
TEA,KGS,KOREA RP,72531,0.702985
TEA,KGS,MALAYSIA,2456967,3.963633
TEA,KGS,MONGOLIA,820,0.004557
TEA,KGS,NEPAL,305517,0.966809
TEA,KGS,NEW ZEALAND,120996,0.64358
TEA,KGS,PAKISTAN IR,15013920,19.887553
TEA,KGS,PHILIPPINES,226079,1.612233
TEA,KGS,SINGAPORE,606266,2.531645
TEA,KGS,SRI LANKA DSR,2813175,6.014203
TEA,KGS,THAILAND,110732,0.80255
TEA,KGS,VIETNAM SOC REP,91510,0.581921
TEA,KGS,BAHARAIN IS,360271,1.427965
TEA,KGS,IRAQ,92777,0.197555
TEA,KGS,JORDAN,63157,0.113969
TEA,KGS,KUWAIT,795469,3.251818
TEA,KGS,LEBANON,8700,0.095829
TEA,KGS,OMAN,413126,1.698172
TEA,KGS,QATAR,566590,2.406905
TEA,KGS,SAUDI ARAB,3355180,13.239334
TEA,KGS,SYRIA,103460,0.270254
TEA,KGS,U ARAB EMTS,13206784,44.075769
TEA,KGS,YEMEN REPUBLC,477000,0.74989
TEA,KGS,TAIWAN,1167190,2.821237
TEA,KGS,ISRAEL,441119,2.876722
TEA,KGS,KOREA DP RP,11446,0.11721
TEA,KGS,MALDIVES,3701,0.030235
TEA,KGS,AUSTRIA,5365,0.024877
TEA,KGS,BELGIUM,501962,1.099275
TEA,KGS,DENMARK,14357,0.247933
TEA,KGS,FINLAND,508768,2.06575
TEA,KGS,FRANCE,241096,1.807268
TEA,KGS,GERMANY,7945629,35.235075
TEA,KGS,GREECE,9445,0.042381
TEA,KGS,IRELAND,1287655,9.651324
TEA,KGS,ITALY,1469868,8.605946
TEA,KGS,NETHERLAND,3048962,17.645675
TEA,KGS,PORTUGAL,9024,0.025691
TEA,KGS,SPAIN,263307,0.468252
TEA,KGS,SWEDEN,428286,1.899706
TEA,KGS,U K,18299569,57.147176
TEA,KGS,NORWAY,20129,0.200745
TEA,KGS,SWITZERLAND,41141,0.462078
TEA,KGS,ARMENIA,1340,0.00692
TEA,KGS,AZERBAIJAN,41236,0.103133
TEA,KGS,BULGARIA,1000,0.003921
TEA,KGS,BELARUS,54539,0.089491
TEA,KGS,CROATIA,80,0.002068
TEA,KGS,CZECH REPUBLIC,12819,0.183122
TEA,KGS,ESTONIA,8282,0.182097
TEA,KGS,GEORGIA,170800,0.569853
TEA,KGS,HUNGARY,1116,0.003993
TEA,KGS,KAZAKHSTAN,17199551,54.353892
TEA,KGS,KYRGHYZSTAN,244440,0.824293
TEA,KGS,LATVIA,75100,0.175134
TEA,KGS,LITHUANIA,31990,0.29285
TEA,KGS,MOLDOVA,190,0.00099
TEA,KGS,POLAND,4334113,10.636789
TEA,KGS,RUSSIA,40865980,96.729925
TEA,KGS,SERBIA,100,0.000627
TEA,KGS,SERBIA MONTNGRO,500,0.003348
TEA,KGS,SLOVAK REP,87,0.00368
TEA,KGS,SLOVENIA,5807,0.017064
TEA,KGS,TAJIKISTAN,176880,0.432774
TEA,KGS,TURKMENISTAN,26090,0.041695
TEA,KGS,UKRAINE,2780443,6.7864
TEA,KGS,UZBEKISTAN,25920,0.067147
TEA,KGS,MALTA,460,0.004555
TEA,KGS,TURKEY,168535,0.426493
COFFEE,KGS,UNSPECIFIED,3335800,24.964531
COFFEE,KGS,KENYA,76003,0.626963
COFFEE,KGS,TANZANIA REP,514,0.002626
COFFEE,KGS,UGANDA,30,0.000059
COFFEE,KGS,BENIN,178050,1.730244
COFFEE,KGS,BURKINA FASO,68539,0.626998
COFFEE,KGS,CAMEROON,50715,0.398962
COFFEE,KGS,C AFRI REP,8760,0.073436
COFFEE,KGS,CONGO P REP,83702,0.739739
COFFEE,KGS,COTE D' IVOIRE,79723,0.766609
COFFEE,KGS,MAURITANIA,103143,0.914914
COFFEE,KGS,MAURITIUS,3714,0.01862
COFFEE,KGS,NIGER,187164,1.676762
COFFEE,KGS,SENEGAL,276724,2.420804
COFFEE,KGS,TOGO,135347,1.31208
COFFEE,KGS,CONGO D. REP.,13526,0.147416
COFFEE,KGS,ANGOLA,9000,0.067847
COFFEE,KGS,BOTSWANA,50,0.000389
COFFEE,KGS,GAMBIA,69817,0.624564
COFFEE,KGS,GHANA,169127,1.654506
COFFEE,KGS,GUINEA,22,0.000143
COFFEE,KGS,GUINEA BISSAU,8040,0.07274
COFFEE,KGS,LIBERIA,123,0.002306
COFFEE,KGS,MALAWI,205,0.002271
COFFEE,KGS,MALI,56407,0.509729
COFFEE,KGS,NIGERIA,168203,1.486973
COFFEE,KGS,SEYCHELLES,196,0.000991
COFFEE,KGS,SIERRA LEONE,28968,0.258063
COFFEE,KGS,ALGERIA,262800,0.746799
COFFEE,KGS,EGYPT A RP,1708300,4.366526
COFFEE,KGS,LIBYA,6337712,15.985961
COFFEE,KGS,MOROCCO,685200,1.76985
COFFEE,KGS,SOUTH AFRICA,120110,0.563641
COFFEE,KGS,TUNISIA,13361,0.120477
COFFEE,KGS,CANADA,1068619,2.892066
COFFEE,KGS,U S A,3828184,25.035494
COFFEE,KGS,TRINIDAD,96,0.000604
COFFEE,KGS,MEXICO,350,0.013821
COFFEE,KGS,AUSTRALIA,5142900,16.661834
COFFEE,KGS,BANGLADESH PR,94072,0.617983
COFFEE,KGS,BRUNEI,195,0.000945
COFFEE,KGS,CHINA P RP,209652,1.297299
COFFEE,KGS,FIJI IS,55,0.000915
COFFEE,KGS,HONG KONG,8014,0.052534
COFFEE,KGS,INDONESIA,3428146,20.342585
COFFEE,KGS,IRAN,440122,2.368556
COFFEE,KGS,JAPAN,814931,5.293014
COFFEE,KGS,KOREA RP,5130423,15.800243
COFFEE,KGS,MALAYSIA,2722171,15.772537
COFFEE,KGS,MYANMAR,685000,3.895235
COFFEE,KGS,NEPAL,276968,2.351331
COFFEE,KGS,NEW ZEALAND,364670,1.314796
COFFEE,KGS,PAKISTAN IR,7190,0.072376
COFFEE,KGS,PHILIPPINES,5335,0.023427
COFFEE,KGS,SINGAPORE,930715,6.181949
COFFEE,KGS,SRI LANKA DSR,37674,0.289087
COFFEE,KGS,THAILAND,1830,0.022115
COFFEE,KGS,VIETNAM SOC REP,854139,4.857956
COFFEE,KGS,BAHARAIN IS,46016,0.162472
COFFEE,KGS,JORDAN,6085849,22.617063
COFFEE,KGS,KUWAIT,4300078,16.144559
COFFEE,KGS,LEBANON,249000,0.642827
COFFEE,KGS,OMAN,816767,2.329388
COFFEE,KGS,QATAR,108494,0.317345
COFFEE,KGS,SAUDI ARAB,3887167,12.9738
COFFEE,KGS,SYRIA,1514413,5.928301
COFFEE,KGS,U ARAB EMTS,2293551,9.69245
COFFEE,KGS,YEMEN REPUBLC,80000,0.021484
COFFEE,KGS,TAIWAN,1406652,7.145035
COFFEE,KGS,FR POLYNESIA,21284,0.17128
COFFEE,KGS,ISRAEL,2633820,6.940524
COFFEE,KGS,KOREA DP RP,28900,0.165195
COFFEE,KGS,MALDIVES,1209,0.004509
COFFEE,KGS,AUSTRIA,652679,1.527967
COFFEE,KGS,BELGIUM,12194605,41.756251
COFFEE,KGS,DENMARK,810088,2.247342
COFFEE,KGS,FINLAND,2586096,14.376636
COFFEE,KGS,FRANCE,2103891,9.037417
COFFEE,KGS,GERMANY,46947665,79.701633
COFFEE,KGS,GREECE,5772530,14.349749
COFFEE,KGS,IRELAND,58247,0.351901
COFFEE,KGS,ITALY,58877623,161.015986
COFFEE,KGS,MONACO,38000,0.096709
COFFEE,KGS,NETHERLAND,1553617,5.621676
COFFEE,KGS,PORTUGAL,3181250,7.429628
COFFEE,KGS,SPAIN,5329856,13.603138
COFFEE,KGS,SWEDEN,351303,1.546082
COFFEE,KGS,U K,2319816,9.952524
COFFEE,KGS,NORWAY,716270,2.135167
COFFEE,KGS,SWITZERLAND,1984710,8.174854
COFFEE,KGS,ALBANIA,689000,1.820419
COFFEE,KGS,ARMENIA,38200,0.187866
COFFEE,KGS,BULGARIA,104315,0.305165
COFFEE,KGS,BELARUS,3730,0.024958
COFFEE,KGS,CROATIA,610550,1.41522
COFFEE,KGS,CZECH REPUBLIC,54622,0.326964
COFFEE,KGS,ESTONIA,362925,1.346177
COFFEE,KGS,GEORGIA,165169,1.141697
COFFEE,KGS,HUNGARY,171229,0.982289
COFFEE,KGS,KAZAKHSTAN,86360,0.656202
COFFEE,KGS,KYRGHYZSTAN,768,0.007472
COFFEE,KGS,LATVIA,1045787,6.21698
COFFEE,KGS,LITHUANIA,253756,1.902491
COFFEE,KGS,POLAND,2102546,11.08863
COFFEE,KGS,ROMANIA,859960,2.80086
COFFEE,KGS,RUSSIA,9113913,57.626841
COFFEE,KGS,MONTENEGRO,910000,2.091174
COFFEE,KGS,SLOVAK REP,19000,0.096071
COFFEE,KGS,SLOVENIA,8711900,20.021379
COFFEE,KGS,TURKMENISTAN,8635,0.083762
COFFEE,KGS,UKRAINE,2374171,14.982268
COFFEE,KGS,UZBEKISTAN,39600,0.281676
COFFEE,KGS,CYPRUS,19200,0.048782
COFFEE,KGS,TURKEY,5987735,40.573517
RICE -BASMOTI,TON,UNSPECIFIED,3449,3.444198
RICE -BASMOTI,TON,KENYA,3275,3.569911
RICE -BASMOTI,TON,TANZANIA REP,5250,6.13946
RICE -BASMOTI,TON,UGANDA,60,0.055241
RICE -BASMOTI,TON,BENIN,3119,3.748122
RICE -BASMOTI,TON,CAMEROON,284,0.346874
RICE -BASMOTI,TON,C AFRI REP,198,0.191273
RICE -BASMOTI,TON,CONGO P REP,209,0.288919
RICE -BASMOTI,TON,GABON,109,0.141216
RICE -BASMOTI,TON,COTE D' IVOIRE,107,0.154299
RICE -BASMOTI,TON,MADAGASCAR,35,0.03684
RICE -BASMOTI,TON,MAURITANIA,1479,1.725262
RICE -BASMOTI,TON,MAURITIUS,28665,38.339255
RICE -BASMOTI,TON,SENEGAL,496,0.571784
RICE -BASMOTI,TON,TOGO,45,0.054972
RICE -BASMOTI,TON,CONGO D. REP.,157,0.210156
RICE -BASMOTI,TON,ANGOLA,1487,2.010761
RICE -BASMOTI,TON,BOTSWANA,342,0.421581
RICE -BASMOTI,TON,BURUNDI,94,0.09752
RICE -BASMOTI,TON,CAPE VERDE IS,25,0.032716
RICE -BASMOTI,TON,COMOROS,155,0.213589
RICE -BASMOTI,TON,DJIBOUTI,2816,2.635099
RICE -BASMOTI,TON,ETHIOPIA,2222,2.365148
RICE -BASMOTI,TON,EQUTL GUINEA,215,0.310064
RICE -BASMOTI,TON,GAMBIA,20,0.026235
RICE -BASMOTI,TON,GHANA,311,0.414419
RICE -BASMOTI,TON,GUINEA,116,0.132073
RICE -BASMOTI,TON,LIBERIA,2,0.003493
RICE -BASMOTI,TON,MALAWI,41,0.047247
RICE -BASMOTI,TON,MALI,100,0.09572
RICE -BASMOTI,TON,MOZAMBIQUE,732,0.931693
RICE -BASMOTI,TON,NAMIBIA,42,0.053849
RICE -BASMOTI,TON,NIGERIA,1337,1.679882
RICE -BASMOTI,TON,REUNION,9159,10.8548
RICE -BASMOTI,TON,SEYCHELLES,4879,4.885746
RICE -BASMOTI,TON,SOMALIA,3287,2.937147
RICE -BASMOTI,TON,SWAZILAND,172,0.170704
RICE -BASMOTI,TON,ZAMBIA,65,0.080125
RICE -BASMOTI,TON,ALGERIA,4054,5.395121
RICE -BASMOTI,TON,EGYPT A RP,9961,11.289745
RICE -BASMOTI,TON,LIBYA,543,0.653831
RICE -BASMOTI,TON,MOROCCO,277,0.433683
RICE -BASMOTI,TON,SOUTH AFRICA,9764,14.093086
RICE -BASMOTI,TON,SUDAN,2854,3.481679
RICE -BASMOTI,TON,TUNISIA,200,0.234964
RICE -BASMOTI,TON,ZIMBABWE,53,0.086311
RICE -BASMOTI,TON,CANADA,25666,37.513373
RICE -BASMOTI,TON,U S A,88941,132.074678
RICE -BASMOTI,TON,ARGENTINA,20,0.045856
RICE -BASMOTI,TON,BRAZIL,48,0.090304
RICE -BASMOTI,TON,CHILE,107,0.16338
