COMMODITY,UNIT_CODE,COUNTRY,QTY,VALUE
OTHER COMMODITIES,NA,MYANMAR,NA,4.477289
OTHER COMMODITIES,NA,MONGOLIA,NA,0.151158
OTHER COMMODITIES,NA,NEPAL,NA,156.193775
OTHER COMMODITIES,NA,NEW ZEALAND,NA,5.576917
OTHER COMMODITIES,NA,PAKISTAN IR,NA,25.129921
OTHER COMMODITIES,NA,PALAU,NA,0.000002
OTHER COMMODITIES,NA,PAPUA N GNA,NA,0.398501
OTHER COMMODITIES,NA,PHILIPPINES,NA,29.374937
OTHER COMMODITIES,NA,SINGAPORE,NA,1011.872829
OTHER COMMODITIES,NA,SOLOMON IS,NA,0.044643
OTHER COMMODITIES,NA,SRI LANKA DSR,NA,30.203253
OTHER COMMODITIES,NA,THAILAND,NA,35.127144
OTHER COMMODITIES,NA,VIETNAM SOC REP,NA,69.145871
OTHER COMMODITIES,NA,SAMOA,NA,0.036481
OTHER COMMODITIES,NA,BAHARAIN IS,NA,4.51177
OTHER COMMODITIES,NA,IRAQ,NA,0.936572
OTHER COMMODITIES,NA,JORDAN,NA,2.506485
OTHER COMMODITIES,NA,KUWAIT,NA,5.044908
OTHER COMMODITIES,NA,LEBANON,NA,1.126447
OTHER COMMODITIES,NA,OMAN,NA,6.654518
OTHER COMMODITIES,NA,QATAR,NA,7.071981
OTHER COMMODITIES,NA,SAUDI ARAB,NA,33.372521
OTHER COMMODITIES,NA,SYRIA,NA,1.226524
OTHER COMMODITIES,NA,U ARAB EMTS,NA,319.347046
OTHER COMMODITIES,NA,YEMEN REPUBLC,NA,1.980958
OTHER COMMODITIES,NA,TAIWAN,NA,24.713664
OTHER COMMODITIES,NA,FR GUIANA,NA,0.000628
OTHER COMMODITIES,NA,FR POLYNESIA,NA,0.000003
OTHER COMMODITIES,NA,ISRAEL,NA,15.826771
OTHER COMMODITIES,NA,KOREA DP RP,NA,3.729798
OTHER COMMODITIES,NA,MACAO,NA,0.002054
OTHER COMMODITIES,NA,MALDIVES,NA,2.254196
OTHER COMMODITIES,NA,NEW CALEDONIA,NA,0.357952
OTHER COMMODITIES,NA,TIMOR-LESTE,NA,0.064151
OTHER COMMODITIES,NA,VANUATU REP,NA,0.000059
OTHER COMMODITIES,NA,AUSTRIA,NA,3.098246
OTHER COMMODITIES,NA,BELGIUM,NA,25.991392
OTHER COMMODITIES,NA,DENMARK,NA,4.518943
OTHER COMMODITIES,NA,FINLAND,NA,0.817039
OTHER COMMODITIES,NA,FRANCE,NA,80.123113
OTHER COMMODITIES,NA,GERMANY,NA,137.133635
OTHER COMMODITIES,NA,GREECE,NA,1.8625
OTHER COMMODITIES,NA,IRELAND,NA,2.492063
OTHER COMMODITIES,NA,ITALY,NA,34.547813
OTHER COMMODITIES,NA,VATICAN CITY,NA,0.000138
OTHER COMMODITIES,NA,LUXEMBOURG,NA,0.039436
OTHER COMMODITIES,NA,MONACO,NA,0.002828
OTHER COMMODITIES,NA,NETHERLAND,NA,39.416013
OTHER COMMODITIES,NA,PORTUGAL,NA,2.445914
OTHER COMMODITIES,NA,SAN MARINO,NA,0.070242
OTHER COMMODITIES,NA,SPAIN,NA,40.524847
OTHER COMMODITIES,NA,SWEDEN,NA,9.259155
OTHER COMMODITIES,NA,U K,NA,204.700182
OTHER COMMODITIES,NA,FAROE IS.,NA,0.000467
OTHER COMMODITIES,NA,ICELAND,NA,0.006376
OTHER COMMODITIES,NA,NORWAY,NA,3.466978
OTHER COMMODITIES,NA,SWITZERLAND,NA,18.684264
OTHER COMMODITIES,NA,ALBANIA,NA,0.355726
OTHER COMMODITIES,NA,ARMENIA,NA,0.024971
OTHER COMMODITIES,NA,AZERBAIJAN,NA,0.286353
OTHER COMMODITIES,NA,BOSNIA-HRZGOVIN,NA,0.039482
OTHER COMMODITIES,NA,BULGARIA,NA,0.651647
OTHER COMMODITIES,NA,BELARUS,NA,0.061302
OTHER COMMODITIES,NA,CROATIA,NA,0.352184
OTHER COMMODITIES,NA,CZECH REPUBLIC,NA,1.307048
OTHER COMMODITIES,NA,ESTONIA,NA,0.4556
OTHER COMMODITIES,NA,GEORGIA,NA,0.367151
OTHER COMMODITIES,NA,HUNGARY,NA,0.917443
OTHER COMMODITIES,NA,KAZAKHSTAN,NA,0.223341
OTHER COMMODITIES,NA,KYRGHYZSTAN,NA,0.041501
OTHER COMMODITIES,NA,LATVIA,NA,0.865576
OTHER COMMODITIES,NA,LITHUANIA,NA,0.939713
OTHER COMMODITIES,NA,MACEDONIA,NA,0.00992
OTHER COMMODITIES,NA,MOLDOVA,NA,0.028145
OTHER COMMODITIES,NA,POLAND,NA,14.642072
OTHER COMMODITIES,NA,ROMANIA,NA,0.914002
OTHER COMMODITIES,NA,RUSSIA,NA,7.0994
OTHER COMMODITIES,NA,SERBIA,NA,1.604353
OTHER COMMODITIES,NA,SLOVAK REP,NA,0.200109
OTHER COMMODITIES,NA,SLOVENIA,NA,0.122105
OTHER COMMODITIES,NA,TAJIKISTAN,NA,0.002167
OTHER COMMODITIES,NA,TURKMENISTAN,NA,0.180909
OTHER COMMODITIES,NA,UKRAINE,NA,0.554928
OTHER COMMODITIES,NA,UZBEKISTAN,NA,0.143396
OTHER COMMODITIES,NA,CYPRUS,NA,0.373737
OTHER COMMODITIES,NA,GIBRALTAR,NA,0.000227
OTHER COMMODITIES,NA,LIECHTENSTEIN,NA,0.000528
OTHER COMMODITIES,NA,MALTA,NA,0.742516
OTHER COMMODITIES,NA,TURKEY,NA,39.699398
TEA,KGS,UNSPECIFIED,1000,0.006049
TEA,KGS,KENYA,3186967,5.400802
TEA,KGS,TANZANIA REP,2592,0.013705
TEA,KGS,UGANDA,194,0.00154
TEA,KGS,BENIN,257304,1.291079
TEA,KGS,BURKINA FASO,225881,1.463672
TEA,KGS,CAMEROON,300,0.002028
TEA,KGS,CONGO P REP,47696,0.139266
TEA,KGS,GABON,13,0.000066
TEA,KGS,COTE D' IVOIRE,37647,0.234833
TEA,KGS,MAURITIUS,4522,0.035603
TEA,KGS,NIGER,46804,0.257868
TEA,KGS,RWANDA,10,0.00003
TEA,KGS,SENEGAL,394235,1.643059
TEA,KGS,TOGO,42466,0.192688
TEA,KGS,CONGO D. REP.,49435,0.072893
TEA,KGS,ANGOLA,360,0.00288
TEA,KGS,BOTSWANA,1484,0.008365
TEA,KGS,DJIBOUTI,10,0.00006
TEA,KGS,GAMBIA,32386,0.15519
TEA,KGS,GHANA,709579,3.087439
TEA,KGS,GUINEA,12641,0.069522
TEA,KGS,LIBERIA,500,0.002472
TEA,KGS,MALAWI,898,0.003052
TEA,KGS,MALI,57404,0.256035
TEA,KGS,MOZAMBIQUE,615,0.002829
TEA,KGS,NIGERIA,364494,1.512592
TEA,KGS,REUNION,2920,0.011267
TEA,KGS,SEYCHELLES,3496,0.017246
TEA,KGS,SIERRA LEONE,280,0.002066
TEA,KGS,SWAZILAND,100,0.001467
TEA,KGS,ZAMBIA,9328,0.065337
TEA,KGS,ALGERIA,74542,0.143487
TEA,KGS,EGYPT A RP,3493122,5.28987
TEA,KGS,LIBYA,78630,0.204974
TEA,KGS,MOROCCO,35829,0.177348
TEA,KGS,SOUTH AFRICA,41131,0.23782
TEA,KGS,SUDAN,195,0.000958
TEA,KGS,TUNISIA,3605839,4.016752
TEA,KGS,ZIMBABWE,117,0.001282
TEA,KGS,CANADA,2018694,9.476013
TEA,KGS,U S A,16468438,63.170596
TEA,KGS,ARGENTINA,210,0.008006
TEA,KGS,BRAZIL,539,0.006273
TEA,KGS,CHILE,15292,0.139074
TEA,KGS,COLOMBIA,80025,0.131611
TEA,KGS,ECUADOR,384,0.004398
TEA,KGS,PERU,10,0.00003
TEA,KGS,GUYANA,30,0.000112
TEA,KGS,JAMAICA,276,0.001894
TEA,KGS,TRINIDAD,1799,0.015763
TEA,KGS,NICARAGUA,5,0.000541
TEA,KGS,CAYMAN IS,24,0.000026
TEA,KGS,MEXICO,5275,0.03287
TEA,KGS,NETHERLANDANTIL,3298,0.013115
TEA,KGS,PANAMA REPUBLIC,1092,0.005505
TEA,KGS,SURINAME,55105,0.177482
TEA,KGS,AFGHANISTAN,1030090,1.819195
TEA,KGS,AUSTRALIA,3421182,20.448921
TEA,KGS,BANGLADESH PR,9136173,12.301722
TEA,KGS,BHUTAN,13098,0.079267
TEA,KGS,BRUNEI,628,0.002089
TEA,KGS,CAMBODIA,755,0.003954
TEA,KGS,CHINA P RP,5223283,15.316372
TEA,KGS,FIJI IS,3837,0.025031
TEA,KGS,HONG KONG,335999,2.05433
TEA,KGS,INDONESIA,1697422,2.437313
TEA,KGS,IRAN,25849798,105.106076
TEA,KGS,JAPAN,3382587,22.526808
TEA,KGS,KOREA RP,96914,0.951627
TEA,KGS,MALAYSIA,3172028,5.221754
TEA,KGS,MYANMAR,10,0.00003
TEA,KGS,MONGOLIA,2852,0.026887
TEA,KGS,NEPAL,142426,0.477277
TEA,KGS,NEW ZEALAND,151588,0.801578
TEA,KGS,PAKISTAN IR,19417221,30.245571
TEA,KGS,PHILIPPINES,370207,2.750386
TEA,KGS,SINGAPORE,568551,2.438023
TEA,KGS,SRI LANKA DSR,2018660,4.488535
TEA,KGS,THAILAND,118298,0.904
TEA,KGS,VIETNAM SOC REP,294744,0.827133
TEA,KGS,BAHARAIN IS,396324,1.786924
TEA,KGS,IRAQ,199905,0.351427
TEA,KGS,JORDAN,102998,0.267094
TEA,KGS,KUWAIT,832217,3.4876
TEA,KGS,LEBANON,4000,0.036133
TEA,KGS,OMAN,374838,1.671859
TEA,KGS,QATAR,515771,2.41658
TEA,KGS,SAUDI ARAB,3549330,14.079893
TEA,KGS,SYRIA,13200,0.052318
TEA,KGS,U ARAB EMTS,16064084,50.8053
TEA,KGS,YEMEN REPUBLC,40000,0.047192
TEA,KGS,TAIWAN,3029893,5.785112
TEA,KGS,ISRAEL,627977,5.371089
TEA,KGS,KOREA DP RP,6367,0.058434
TEA,KGS,MALDIVES,4022,0.031698
TEA,KGS,AUSTRIA,2032,0.01544
TEA,KGS,BELGIUM,573189,1.225937
TEA,KGS,DENMARK,16874,0.231065
TEA,KGS,FINLAND,720204,2.154781
TEA,KGS,FRANCE,238451,1.958982
TEA,KGS,GERMANY,11461527,40.03254
TEA,KGS,GREECE,19083,0.041771
TEA,KGS,IRELAND,1349041,8.897491
TEA,KGS,ITALY,1453267,9.064638
TEA,KGS,NETHERLAND,3241059,14.320104
TEA,KGS,PORTUGAL,26339,0.069079
TEA,KGS,SPAIN,692842,1.062929
TEA,KGS,SWEDEN,304855,1.200954
TEA,KGS,U K,20446515,64.068573
TEA,KGS,NORWAY,29618,0.16222
TEA,KGS,SWITZERLAND,50468,0.460258
TEA,KGS,ARMENIA,1677,0.008732
TEA,KGS,AZERBAIJAN,181795,0.399818
TEA,KGS,BOSNIA-HRZGOVIN,324,0.000883
TEA,KGS,BULGARIA,192,0.000723
TEA,KGS,BELARUS,10,0.00003
TEA,KGS,CROATIA,2320,0.017339
TEA,KGS,CZECH REPUBLIC,17230,0.194232
TEA,KGS,ESTONIA,37399,0.212528
TEA,KGS,GEORGIA,346822,0.864162
TEA,KGS,HUNGARY,54,0.000328
TEA,KGS,KAZAKHSTAN,10903452,31.078339
TEA,KGS,KYRGHYZSTAN,177391,0.507797
TEA,KGS,LATVIA,64689,0.15663
TEA,KGS,LITHUANIA,23340,0.07741
TEA,KGS,MOLDOVA,90,0.000498
TEA,KGS,POLAND,6100608,13.36337
TEA,KGS,RUSSIA,49406825,102.877203
TEA,KGS,SERBIA,360,0.002259
TEA,KGS,SLOVAK REP,238,0.006063
TEA,KGS,TAJIKISTAN,176700,0.620477
TEA,KGS,TURKMENISTAN,84610,0.215537
TEA,KGS,UKRAINE,3426559,6.886153
TEA,KGS,UZBEKISTAN,24108,0.063531
TEA,KGS,MALTA,208,0.000134
TEA,KGS,TURKEY,416875,0.79613
COFFEE,KGS,KENYA,27400,0.223142
COFFEE,KGS,TANZANIA REP,480,0.002062
COFFEE,KGS,UGANDA,18065,0.031087
COFFEE,KGS,BENIN,421149,3.822437
COFFEE,KGS,BURKINA FASO,150412,1.257492
COFFEE,KGS,CAMEROON,73767,0.620564
COFFEE,KGS,CONGO P REP,132829,1.203009
COFFEE,KGS,GABON,7297,0.07059
COFFEE,KGS,COTE D' IVOIRE,182750,1.454998
COFFEE,KGS,MAURITANIA,218037,1.704883
COFFEE,KGS,MAURITIUS,4079,0.014998
COFFEE,KGS,NIGER,416183,3.426973
COFFEE,KGS,SENEGAL,741458,6.247639
COFFEE,KGS,TOGO,371983,2.997775
COFFEE,KGS,CONGO D. REP.,45088,0.248963
COFFEE,KGS,ANGOLA,30,0.00021
COFFEE,KGS,BOTSWANA,30,0.000251
COFFEE,KGS,GAMBIA,70509,0.591455
COFFEE,KGS,GHANA,298110,2.84765
COFFEE,KGS,GUINEA,2230,0.017948
COFFEE,KGS,LIBERIA,50,0.000289
COFFEE,KGS,MALI,271541,2.316189
COFFEE,KGS,MOZAMBIQUE,654,0.003837
COFFEE,KGS,NIGERIA,309743,2.310135
COFFEE,KGS,REUNION,8,0.000047
COFFEE,KGS,SEYCHELLES,6444,0.066694
COFFEE,KGS,SIERRA LEONE,20160,0.166798
COFFEE,KGS,ZAMBIA,217,0.000916
COFFEE,KGS,ALGERIA,546505,1.05026
COFFEE,KGS,EGYPT A RP,1618293,3.635442
COFFEE,KGS,LIBYA,6384400,13.113411
COFFEE,KGS,MOROCCO,596200,1.120038
COFFEE,KGS,SOUTH AFRICA,151870,0.513753
COFFEE,KGS,SUDAN,300,0.001216
COFFEE,KGS,TUNISIA,2263993,4.288513
COFFEE,KGS,CANADA,1030148,2.241025
COFFEE,KGS,U S A,3573139,28.726915
COFFEE,KGS,PERU,18300,0.046359
COFFEE,KGS,TRINIDAD,107,0.000785
COFFEE,KGS,EL SALVADOR,29414,0.18826
COFFEE,KGS,NICARAGUA,8520,0.065939
COFFEE,KGS,MEXICO,100,0.00445
COFFEE,KGS,AUSTRALIA,6342048,19.978455
COFFEE,KGS,BANGLADESH PR,140921,1.014254
COFFEE,KGS,BRUNEI,54,0.000349
COFFEE,KGS,CHINA P RP,261759,1.258638
COFFEE,KGS,HONG KONG,6204,0.068661
COFFEE,KGS,INDONESIA,1379525,8.185679
COFFEE,KGS,IRAN,714981,2.221642
COFFEE,KGS,JAPAN,724313,4.003115
COFFEE,KGS,KOREA RP,4266802,10.476998
COFFEE,KGS,MALAYSIA,2302666,13.511554
COFFEE,KGS,MYANMAR,833200,4.327475
COFFEE,KGS,MONGOLIA,3955,0.027715
COFFEE,KGS,NEPAL,237903,1.905616
COFFEE,KGS,NEW ZEALAND,279068,0.751187
COFFEE,KGS,PAKISTAN IR,6956,0.06525
COFFEE,KGS,PHILIPPINES,200,0.012223
COFFEE,KGS,SINGAPORE,593486,4.251517
COFFEE,KGS,SRI LANKA DSR,41843,0.289998
COFFEE,KGS,THAILAND,2926,0.039983
COFFEE,KGS,VIETNAM SOC REP,382660,2.060233
COFFEE,KGS,BAHARAIN IS,51929,0.231615
COFFEE,KGS,IRAQ,28769,0.236995
COFFEE,KGS,JORDAN,10168860,33.632966
COFFEE,KGS,KUWAIT,5325215,17.83104
COFFEE,KGS,LEBANON,176800,0.34326
COFFEE,KGS,OMAN,838963,2.289699
COFFEE,KGS,QATAR,151459,0.679721
COFFEE,KGS,SAUDI ARAB,3873152,12.833977
COFFEE,KGS,SYRIA,1059639,3.43502
COFFEE,KGS,U ARAB EMTS,2118944,7.963948
COFFEE,KGS,TAIWAN,1489925,6.407138
COFFEE,KGS,FR POLYNESIA,17280,0.133242
COFFEE,KGS,ISRAEL,4000700,8.523687
COFFEE,KGS,KOREA DP RP,495,0.010886
COFFEE,KGS,MALDIVES,3435,0.048313
COFFEE,KGS,NEW CALEDONIA,19200,0.045551
COFFEE,KGS,AUSTRIA,272198,0.578024
COFFEE,KGS,BELGIUM,15739760,43.616947
COFFEE,KGS,DENMARK,952248,1.726016
COFFEE,KGS,FINLAND,2016248,11.528283
COFFEE,KGS,FRANCE,2632106,11.721409
COFFEE,KGS,GERMANY,26883889,70.586363
COFFEE,KGS,GREECE,6591500,13.27927
COFFEE,KGS,IRELAND,62462,0.617959
COFFEE,KGS,ITALY,78553783,173.812976
COFFEE,KGS,NETHERLAND,1329465,4.110435
COFFEE,KGS,PORTUGAL,3507200,6.932032
COFFEE,KGS,SPAIN,6134485,12.604532
COFFEE,KGS,SWEDEN,155300,0.5772
COFFEE,KGS,U K,2234143,7.381638
COFFEE,KGS,NORWAY,258457,0.802731
COFFEE,KGS,SWITZERLAND,2287326,9.308445
COFFEE,KGS,ALBANIA,938000,1.889557
COFFEE,KGS,ARMENIA,59000,0.178834
COFFEE,KGS,BOSNIA-HRZGOVIN,19000,0.033045
COFFEE,KGS,BULGARIA,54040,0.182215
COFFEE,KGS,BELARUS,107264,0.471917
COFFEE,KGS,CROATIA,609500,1.151547
COFFEE,KGS,CZECH REPUBLIC,90756,0.377864
COFFEE,KGS,ESTONIA,427759,1.757468
COFFEE,KGS,GEORGIA,186478,1.032415
COFFEE,KGS,HUNGARY,146703,0.773449
COFFEE,KGS,KAZAKHSTAN,42598,0.304054
COFFEE,KGS,LATVIA,373505,2.850823
COFFEE,KGS,LITHUANIA,437298,3.039026
COFFEE,KGS,MOLDOVA,9360,0.08547
COFFEE,KGS,POLAND,3289373,14.230903
COFFEE,KGS,ROMANIA,1085126,3.504304
COFFEE,KGS,RUSSIA,11331319,64.762472
COFFEE,KGS,MONTENEGRO,1664400,3.134209
COFFEE,KGS,SLOVAK REP,19000,0.045492
COFFEE,KGS,SLOVENIA,10961600,20.888686
COFFEE,KGS,TURKMENISTAN,44828,0.367075
COFFEE,KGS,UKRAINE,1869867,10.296566
COFFEE,KGS,UZBEKISTAN,14130,0.084561
COFFEE,KGS,TURKEY,4494346,27.49982
RICE -BASMOTI,TON,KENYA,4067,3.376785
RICE -BASMOTI,TON,TANZANIA REP,4859,3.945767
RICE -BASMOTI,TON,UGANDA,204,0.154001
RICE -BASMOTI,TON,BENIN,2824,3.848533
RICE -BASMOTI,TON,BURKINA FASO,72,0.039107
RICE -BASMOTI,TON,CAMEROON,362,0.290319
RICE -BASMOTI,TON,C AFRI REP,423,0.308162
RICE -BASMOTI,TON,CONGO P REP,353,0.395228
RICE -BASMOTI,TON,GABON,71,0.050692
RICE -BASMOTI,TON,COTE D' IVOIRE,986,0.760589
RICE -BASMOTI,TON,MADAGASCAR,38,0.035074
RICE -BASMOTI,TON,MAURITANIA,2207,1.992148
RICE -BASMOTI,TON,MAURITIUS,31163,29.478719
RICE -BASMOTI,TON,NIGER,25,0.022254
RICE -BASMOTI,TON,RWANDA,1,0.000731
RICE -BASMOTI,TON,SENEGAL,526,0.38779
RICE -BASMOTI,TON,TOGO,242,0.220694
RICE -BASMOTI,TON,CONGO D. REP.,75,0.06633
RICE -BASMOTI,TON,ANGOLA,1037,1.055921
RICE -BASMOTI,TON,BOTSWANA,363,0.365366
RICE -BASMOTI,TON,COMOROS,344,0.306393
RICE -BASMOTI,TON,DJIBOUTI,3083,2.412755
RICE -BASMOTI,TON,ETHIOPIA,3018,2.150709
RICE -BASMOTI,TON,EQUTL GUINEA,211,0.233447
RICE -BASMOTI,TON,GAMBIA,115,0.114816
RICE -BASMOTI,TON,GHANA,545,0.472645
RICE -BASMOTI,TON,GUINEA,120,0.11528
RICE -BASMOTI,TON,LIBERIA,10,0.008313
RICE -BASMOTI,TON,MALAWI,60,0.039738
RICE -BASMOTI,TON,MALI,655,0.499895
RICE -BASMOTI,TON,MOZAMBIQUE,1036,0.931436
RICE -BASMOTI,TON,NIGERIA,1343,1.521158
RICE -BASMOTI,TON,REUNION,10428,8.923587
RICE -BASMOTI,TON,SEYCHELLES,4723,4.105729
RICE -BASMOTI,TON,SIERRA LEONE,146,0.065488
RICE -BASMOTI,TON,SOMALIA,4636,3.075682
RICE -BASMOTI,TON,ZAMBIA,37,0.036403
RICE -BASMOTI,TON,ALGERIA,4556,3.909056
RICE -BASMOTI,TON,EGYPT A RP,14289,11.316074
RICE -BASMOTI,TON,LIBYA,470,0.388036
RICE -BASMOTI,TON,MOROCCO,505,0.562744
RICE -BASMOTI,TON,SOUTH AFRICA,12211,12.147874
RICE -BASMOTI,TON,SUDAN,3246,2.439975
RICE -BASMOTI,TON,TUNISIA,408,0.286129
